20,23,28,8,31,20
6,1,2,3,5,6
24,27,18,28,20,24
4,1,8,7,0,4
4,1,7,8,5,4
35,33,34,37,36,35
30,28,11,25,23,30
1,2,0,5,4,1
42,41,6,5,32,42
22,29,23,25,28,22
14,25,1,17,12,14
27,24,18,26,28,27
8,7,5,3,4,8
37,40,35,34,38,37
4,2,1,7,5,4
26,18,21,11,27,26
1,2,0,5,4,1
29,28,22,25,23,29
23,19,20,31,29,23
8,7,10,5,4,8
8,7,4,5,0,8
27,24,25,26,11,27
4,7,1,5,8,4
37,40,39,34,35,37
30,28,29,11,23,30
4,7,1,8,5,4
6,42,1,3,5,6
5,3,2,7,1,5
7,8,5,1,4,7
33,35,39,36,40,33
23,19,20,29,21,23
20,23,25,28,24,20
5,3,2,1,7,5
34,36,38,35,40,34
23,19,20,29,30,23
32,41,15,42,13,32
27,24,26,25,18,27
24,27,18,28,25,24
6,1,5,42,2,6
20,23,25,24,28,20
19,23,24,21,4,19
15,4,7,1,9,15
18,26,24,27,11,18
11,30,27,25,26,11
39,33,37,40,38,39
5,3,2,1,7,5
34,40,38,35,36,34
12,25,17,42,10,12
10,9,5,8,16,10
31,29,21,25,23,31
16,9,10,15,41,16
14,1,25,17,18,14
28,29,3,25,23,29
28,20,24,23,29,28
11,30,27,26,25,11
30,11,28,23,25,30
21,31,23,11,19,21
41,9,42,32,34,41
35,33,36,37,34,35
11,30,27,25,26,11
20,25,28,23,18,20
34,36,35,40,38,34
0,1,4,24,8,0
37,40,39,35,34,37
18,26,24,11,25,18
8,7,4,5,10,8
16,9,10,15,23,16
16,9,15,3,5,16
31,21,23,19,29,31
7,8,5,3,1,7
39,33,37,35,40,39
41,42,32,9,16,41
37,40,35,39,38,37
40,38,39,37,36,40
13,15,9,12,35,13
28,29,25,20,24,28
12,25,42,32,13,12
37,39,40,34,35,37
11,27,30,25,26,11
11,30,25,27,21,11
7,8,5,1,4,7
31,21,25,29,18,31
25,22,28,1,29,25
15,9,10,3,5,15
29,25,30,22,23,29
30,11,28,29,25,30
33,35,39,40,13,33
13,15,1,2,4,13
26,18,11,27,15,26
13,15,12,17,9,13
31,29,21,25,18,31
36,38,35,34,41,36
24,27,18,28,25,24
29,28,22,3,23,29
15,9,10,4,13,15
38,34,36,40,2,38
0,1,4,24,8,0
33,35,39,36,40,33
4,1,7,8,2,4
33,35,39,36,3,33
12,17,10,42,13,12
39,33,37,40,41,39
32,41,15,42,3,32
33,35,39,40,37,33
0,1,4,24,8,0
10,9,5,17,31,10
14,1,17,25,2,14
37,39,40,34,35,37
42,41,6,10,5,42
25,22,1,27,29,25
34,38,40,35,36,34
23,19,38,20,31,23
1,0,2,5,4,1
26,27,18,25,21,26
19,23,24,21,12,19
16,9,3,10,5,16
2,5,1,3,4,2
28,29,20,24,23,28
16,9,10,15,5,16
36,38,35,40,33,36
6,1,42,5,3,6
9,10,16,41,23,9
38,40,34,36,23,38
20,36,40,23,38,20
0,1,8,4,19,0
1,2,0,4,5,1
10,9,17,5,16,10
20,23,28,18,24,20
40,37,39,34,38,40
41,9,32,42,36,41
8,7,4,5,0,8
4,7,1,8,5,4
23,28,29,20,30,23
3,5,2,7,1,3
17,14,10,9,5,17
10,17,9,5,31,10
17,14,9,10,5,17
11,27,30,26,25,11
22,25,29,23,28,22
7,8,5,1,4,7
4,1,7,8,5,4
22,29,25,28,23,22
6,1,42,2,12,6
26,18,27,21,11,26
21,31,11,19,23,21
37,35,40,39,34,37
14,1,17,25,2,14
40,38,36,34,37,38
26,18,22,27,21,26
32,3,41,42,13,32
12,17,25,10,42,12
36,34,35,38,33,36
36,40,35,38,34,36
28,29,25,20,24,28
5,3,2,7,1,5
11,30,27,26,25,11
31,21,29,25,10,31
16,9,15,3,5,16
36,34,38,35,40,36
9,10,41,16,23,9
21,27,24,31,18,21
16,9,10,15,23,16
4,1,7,8,5,4
34,38,35,36,37,34
4,8,1,7,5,4
27,24,11,26,18,27
30,28,11,23,29,30
29,23,28,22,25,29
40,38,36,34,39,40
3,5,2,9,8,3
18,26,24,11,25,18
13,35,12,4,15,13
41,42,32,9,6,41
36,35,38,34,33,36
5,10,17,14,21,5
34,35,38,36,37,34
3,5,2,7,8,3
17,14,9,10,5,17
27,24,26,21,11,27
7,8,5,1,3,7
39,33,37,40,41,39
2,1,5,4,3,2
25,22,1,29,30,25
31,21,29,25,20,31
11,30,27,25,26,11
9,10,41,16,13,9
13,15,12,9,35,13
18,26,24,11,25,18
12,36,32,40,13,12
19,23,21,24,12,19
9,16,10,41,15,9
5,3,7,2,8,5
13,15,12,17,35,13
28,29,20,23,24,28
19,23,24,21,4,19
2,5,1,3,8,2
41,9,42,32,16,41
38,40,36,34,23,38
38,40,36,34,35,38
12,25,17,13,35,12
10,9,17,5,16,10
30,11,25,28,23,30
1,2,0,5,7,1
5,3,2,7,1,5
1,2,0,4,5,1
19,23,21,24,31,19
27,24,26,18,11,27
21,19,27,24,31,21
25,22,20,29,1,25
15,4,13,9,7,15
13,15,12,35,2,13
39,33,37,40,38,39
3,5,2,8,0,3
2,5,1,3,7,2
6,1,42,5,2,6
40,37,39,38,34,40
36,35,38,34,40,36
7,5,8,1,3,7
37,40,39,34,35,37
35,36,33,34,37,35
33,35,39,40,37,33
17,14,9,10,12,17
16,9,15,10,5,16
2,5,1,3,7,2
28,29,25,20,23,28
26,18,22,11,27,26
28,20,24,25,29,28
18,26,24,11,27,18
29,28,3,25,11,29
39,33,37,40,41,39
8,7,5,4,1,8
34,36,35,40,38,34
3,2,5,9,8,3
28,20,24,25,29,28
2,5,1,3,8,2
11,27,30,28,25,11
3,5,2,0,7,3
31,21,29,23,10,31
38,34,36,40,2,38
16,9,15,41,23,16
35,33,34,36,38,35
35,34,33,36,37,35
42,6,41,5,10,42
13,15,12,35,9,13
21,23,24,31,11,21
23,20,19,31,29,23
12,25,42,36,40,12
7,5,1,8,3,7
42,41,6,10,16,42
2,5,1,8,3,2
6,1,42,3,5,6
7,8,5,4,1,7
12,11,13,2,32,12
1,2,5,0,4,1
38,40,34,36,23,38
15,4,9,7,10,15
27,24,26,18,11,27
14,1,17,25,29,14
19,23,24,21,35,19
35,36,33,34,37,35
39,37,33,40,38,39
16,9,15,10,41,16
9,16,10,41,15,9
39,33,40,37,38,39
32,41,42,15,6,32
23,19,30,20,29,23
27,26,24,11,18,27
37,35,34,40,39,37
25,22,29,1,27,25
22,25,29,28,23,22
37,40,39,34,35,37
35,34,33,37,36,35
39,33,37,41,40,39
31,21,29,25,18,31
22,25,29,26,28,22
5,2,3,1,7,5
2,5,1,8,3,2
26,18,22,12,15,26
32,41,15,42,13,32
31,21,29,10,25,31
8,7,4,5,1,8
0,1,4,8,24,0
41,42,9,32,36,41
40,38,37,39,34,40
27,24,11,26,25,27
21,27,31,24,23,21
40,37,2,1,39,40
2,5,1,3,7,2
13,15,35,12,2,13
39,33,40,37,38,39
11,30,27,26,25,11
22,29,25,26,28,22
20,23,28,31,25,20
18,26,24,27,11,18
25,22,29,30,1,25
7,8,5,1,4,7
13,12,35,15,2,13
10,9,17,14,12,10
35,34,36,33,38,35
23,20,29,19,31,23
37,40,39,35,34,37
8,7,4,5,0,8
25,22,1,27,29,25
36,40,35,38,34,36
22,29,25,23,28,22
33,35,39,40,36,33
31,21,29,23,18,31
6,42,1,3,12,6
26,18,27,21,28,26
29,31,23,25,30,29
24,27,18,28,21,24
25,27,1,22,29,25
25,22,1,29,28,25
2,1,5,4,3,2
40,37,38,39,34,40
36,35,38,34,41,36
15,4,1,7,13,15
25,29,30,22,11,25
29,25,28,22,30,29
22,25,29,28,23,22
15,9,10,7,13,15
0,1,8,4,24,0
23,19,20,30,29,23
8,7,1,4,10,8
39,33,40,37,38,39
37,39,40,35,34,37
20,23,28,24,18,20
42,6,41,30,5,42
18,26,24,11,25,18
28,25,18,29,11,28
14,1,17,25,29,14
38,40,34,36,23,38
36,35,38,34,33,36
19,23,21,24,31,19
2,5,1,3,4,2
28,20,24,25,29,28
19,23,21,24,31,19
32,41,15,3,42,32
30,11,28,25,23,30
3,5,2,7,1,3
26,18,22,21,27,26
33,35,39,40,13,33
3,5,1,2,40,3
2,5,1,3,8,2
36,35,38,41,34,36
22,25,29,26,23,22
22,29,25,28,23,22
1,2,0,5,4,1
29,23,28,3,25,29
25,30,1,27,11,25
22,25,29,23,28,22
19,23,21,31,24,19
3,5,8,7,1,3
30,11,28,23,25,30
22,29,23,25,28,22
10,9,17,16,5,10
2,1,5,4,3,2
15,9,2,1,26,15
5,3,2,1,7,5
14,17,1,25,2,14
42,6,41,10,16,42
25,29,22,11,1,25
42,10,9,41,13,42
15,9,16,10,3,15
28,24,20,25,23,28
6,1,42,3,2,6
15,9,16,7,3,15
9,10,16,41,23,9
17,14,9,10,5,17
38,36,34,40,35,38
10,9,5,17,8,10
30,11,28,29,23,30
35,33,34,36,38,35
25,22,1,29,27,25
35,33,36,34,37,35
23,20,28,19,21,23
40,37,34,39,2,40
36,35,38,40,34,36
41,42,32,9,16,41
3,5,2,0,8,3
41,42,9,32,36,41
13,15,12,9,35,13
8,7,5,4,10,8
0,1,4,8,24,0
33,39,35,36,40,33
3,5,2,0,8,3
31,21,25,10,29,31
41,32,9,42,1,41
25,24,30,1,27,25
4,1,7,8,5,4
30,28,11,29,7,30
0,1,4,8,24,0
34,36,35,38,40,34
30,28,11,29,25,30
17,14,10,9,12,17
9,10,16,23,41,9
28,24,25,20,30,28
33,35,39,40,36,33
17,14,9,10,5,17
1,2,0,5,4,1
40,2,34,38,37,40
22,25,29,28,23,22
36,35,38,34,41,36
33,35,39,40,36,33
10,9,17,5,31,10
30,11,28,25,23,30
4,1,7,0,8,4
18,26,24,11,25,18
16,9,15,41,10,16
18,26,24,11,27,18
29,28,25,22,30,29
39,33,37,40,41,39
25,22,28,1,29,25
1,2,0,5,4,1
7,8,5,1,4,7
19,23,24,21,35,19
30,29,28,23,11,30
13,15,12,2,35,13
12,42,10,17,25,12
15,9,10,16,7,15
42,6,41,5,7,42
15,7,16,9,5,15
8,7,4,5,0,8
4,7,1,8,5,4
31,21,29,23,30,31
24,27,18,25,20,24
13,15,12,4,9,13
7,8,5,3,4,7
34,35,36,40,38,34
15,9,4,10,7,15
22,29,25,28,23,22
20,23,28,18,24,20
38,40,34,36,23,38
28,29,20,25,23,28
24,27,28,18,20,24
5,10,2,8,3,5
32,41,15,3,42,32
23,29,19,21,20,23
20,23,28,24,18,20
25,22,20,11,28,25
29,28,25,22,23,29
8,7,4,10,5,8
7,8,5,1,3,7
8,7,5,4,10,8
14,17,1,25,13,14
11,27,30,26,25,11
40,38,34,39,37,40
0,1,4,8,24,0
41,42,32,9,6,41
4,1,7,0,8,4
7,8,5,3,10,7
8,7,5,4,10,8
19,23,21,31,24,19
35,33,34,36,37,35
35,33,36,34,38,35
34,38,36,35,40,34
14,1,25,2,29,14
12,36,40,35,13,12
26,18,27,25,11,26
32,41,15,3,1,32
24,27,18,28,25,24
32,41,15,13,42,32
17,14,10,9,12,17
14,1,17,25,29,14
41,42,32,9,16,41
25,22,1,29,11,25
12,13,10,25,42,12
6,1,42,3,2,6
17,10,23,30,14,17
32,42,41,3,9,32
27,11,26,18,24,27
4,1,7,8,5,4
31,25,21,18,29,31
31,21,25,29,20,31
17,14,10,9,5,17
9,10,16,41,15,9
16,9,10,15,5,16
0,1,4,8,24,0
7,1,5,8,4,7
16,9,15,3,10,16
8,7,4,5,1,8
9,10,16,41,23,9
24,27,18,21,25,24
13,15,12,35,17,13
11,27,30,25,26,11
34,38,36,35,6,34
42,6,41,5,16,42
14,17,1,2,25,14
42,6,41,10,5,42
41,9,32,42,1,41
40,38,39,37,33,40
18,26,24,11,27,18
13,15,12,35,9,13
24,27,18,28,25,24
2,1,5,3,8,2
12,42,17,25,13,12
0,1,4,8,24,0
6,42,1,5,3,6
10,9,5,17,8,10
24,27,19,0,18,24
5,3,7,2,1,5
19,23,24,26,4,19
15,9,16,7,10,15
33,35,39,40,4,33
14,1,17,12,2,14
1,2,0,7,5,1
9,10,16,29,23,9
38,34,40,36,2,38
37,35,40,38,34,37
1,2,0,7,4,1
41,42,32,9,6,41
32,41,6,3,42,32
4,7,8,1,0,4
28,20,29,25,24,28
3,5,2,1,7,3
32,41,15,3,42,32
25,22,29,30,1,25
6,1,2,5,3,6
29,25,28,22,30,29
21,31,5,2,23,21
38,34,36,2,35,38
34,38,36,40,35,34
27,24,18,26,11,27
15,4,9,7,10,15
2,1,5,3,4,2
31,21,29,25,30,31
18,26,24,11,27,18
22,25,29,23,26,22
8,7,5,4,10,8
10,9,17,5,16,10
1,2,0,5,4,1
40,37,33,38,34,40
23,29,38,20,30,23
0,1,4,8,24,0
3,5,2,8,0,3
28,24,20,29,23,28
18,26,24,11,27,18
34,38,35,36,40,34
39,33,37,40,38,39
21,31,18,40,11,21
21,18,40,25,31,21
3,5,2,7,8,3
42,6,41,5,10,42
17,14,9,10,5,17
9,10,16,41,15,9
12,25,42,36,17,12
0,1,8,4,24,0
3,5,2,8,35,3
28,20,25,12,23,20
36,35,38,34,40,36
20,28,23,25,24,20
29,28,23,25,22,29
9,10,16,23,17,9
22,25,29,23,28,22
32,41,3,15,6,32
41,32,42,9,1,41
27,24,28,18,25,27
6,1,42,2,3,6
19,23,24,21,4,19
21,40,31,23,11,21
41,9,32,42,16,41
40,38,39,37,34,40
16,9,10,15,41,16
21,23,19,18,31,21
28,29,25,20,23,28
24,18,27,28,26,24
33,35,39,40,36,33
40,38,34,39,33,40
40,36,38,34,37,40
13,15,12,35,9,13
42,10,6,7,12,42
18,26,24,27,20,18
20,28,10,23,31,20
34,35,40,36,38,34
10,9,17,5,7,10
7,8,5,1,4,7
17,14,10,9,5,17
2,5,1,8,7,2
35,34,33,36,37,35
37,40,35,34,39,37
42,6,41,10,5,42
39,33,40,37,38,39
41,32,42,9,16,41
1,2,0,4,5,1
23,19,29,20,21,23
9,16,10,41,15,9
0,1,4,24,8,0
24,18,27,28,25,24
12,11,10,25,30,12
18,26,27,24,11,18
32,41,15,3,1,32
29,25,28,22,30,29
5,7,3,8,10,5
29,23,31,2,28,29
1,2,0,5,40,1
30,11,25,28,29,30
12,13,17,1,25,12
26,18,27,21,11,26
18,26,24,11,27,18
21,31,5,29,2,21
1,2,0,4,5,1
29,28,23,30,22,29
22,25,29,23,28,22
21,27,19,31,11,21
18,26,24,11,27,18
24,18,27,28,20,24
21,31,11,5,23,21
40,37,2,38,33,40
1,2,0,4,5,1
40,37,39,2,38,40
38,36,40,34,35,38
20,23,28,8,25,20
23,29,20,28,31,23
38,36,34,40,35,38
36,38,35,34,41,36
16,9,10,41,1,16
38,40,34,36,23,38
37,40,23,35,38,37
15,4,1,9,7,15
12,10,42,25,17,12
10,9,5,17,8,10
24,27,18,28,25,24
11,27,26,30,25,11
14,17,1,2,25,14
29,30,25,22,28,29
26,18,27,21,11,26
19,23,21,24,31,19
20,23,28,25,24,20
17,14,10,9,5,17
26,18,21,27,12,26
32,42,41,15,3,32
40,37,2,38,34,40
34,36,38,35,40,34
28,29,25,20,18,28
20,23,28,24,25,20
23,19,30,29,20,23
10,9,17,5,16,10
18,26,24,27,11,18
30,11,28,23,25,30
4,1,7,8,5,4
32,41,15,13,3,32
14,1,17,2,25,14
25,29,14,1,13,25
32,41,9,3,42,32
38,34,36,40,23,38
0,1,24,4,8,0
29,22,25,28,23,29
42,6,10,41,12,42
27,24,25,26,28,27
12,1,13,25,35,12
6,42,1,5,3,6
15,9,16,10,7,15
0,1,4,8,24,0
0,1,8,4,24,0
6,1,42,3,5,6
38,40,34,36,2,38
35,36,33,3,40,35
12,32,42,36,13,12
28,29,23,20,30,28
24,27,18,25,28,24
27,11,24,26,18,11
2,5,3,1,8,2
35,33,34,36,37,35
23,20,31,19,29,23
36,38,35,34,41,36
28,20,24,25,29,28
29,28,23,22,3,29
8,7,4,5,10,8
10,9,17,31,5,10
19,23,24,21,4,19
24,27,18,21,28,24
15,9,16,3,10,15
30,28,11,25,23,30
37,40,38,35,34,37
41,42,6,32,9,41
16,9,15,41,10,16
30,11,28,21,19,30
2,5,1,4,8,2
10,9,17,5,16,10
6,1,42,3,40,6
39,33,40,37,35,39
41,32,9,1,42,41
3,5,2,0,1,3
32,41,6,3,42,32
39,33,37,40,38,39
22,25,29,28,23,22
6,1,3,5,2,6
11,30,27,25,26,11
26,18,27,11,21,26
2,4,1,5,3,2
9,10,16,41,13,9
34,38,36,35,40,34
33,35,39,36,40,33
5,2,3,7,1,5
30,28,11,25,23,30
6,1,42,3,5,6
31,21,25,29,20,31
30,28,11,23,25,30
35,34,38,33,36,35
17,14,9,10,5,17
17,14,9,10,5,17
37,39,40,35,34,37
33,35,39,40,36,33
7,5,8,4,3,7
13,15,12,9,4,13
1,2,0,5,4,1
24,27,18,28,25,24
14,1,25,17,29,14
32,41,3,6,42,32
26,18,15,21,22,26
19,23,21,24,31,19
22,25,23,29,28,22
27,24,18,21,26,27
27,24,26,11,21,27
